Date,type,ticket_id,agent name,created time,end time,csat score,COR,main category,sub category,resolution time,First Response Time (min),SLA Met,Issue Severity,Escalated,User Type
2025-02-21,chat,308230,Amin,03:59,04:24,4,MY,Futures,Leverage Issue,25 min,24,No,High,No,Retail
2025-11-14,email,308231,Lina,07:28,08:22,4,ID,Futures,Margin Call,54 min,15,Yes,Low,No,Retail
2025-11-08,chat,308232,Omar,15:35,17:59,5,IN,Spot,Unable to Sell,144 min,25,Yes,Medium,No,Retail
2025-04-15,chat,308233,Yousef,16:55,17:53,5,UK,Spot,Unable to Sell,58 min,33,Yes,High,No,Retail
2025-08-19,email,308234,Mohannad,22:42,23:25,5,EG,Referral,Missing Referral Bonus,43 min,37,Yes,Medium,No,Retail
2025-05-10,chat,308235,Lina,14:57,18:23,4,PK,Deposit,Unsupported Token,206 min,58,Yes,Medium,No,Retail
2025-05-31,chat,308236,Yousef,20:14,23:55,4,KW,Deposit,Unsupported Token,221 min,58,Yes,Medium,No,Retail
2025-11-25,chat,308237,Khalid,19:39,20:34,4,TR,Spot,Fee Dispute,55 min,7,Yes,High,No,VIP
2025-07-13,email,308238,Sara,05:31,09:27,2,TR,Futures,Margin Call,236 min,45,No,Medium,No,Retail
2025-12-19,chat,308239,Amin,04:17,07:30,3,IN,Trading,Slippage Concern,193 min,31,No,High,Yes,Retail
2025-10-27,chat,308240,Amin,04:36,05:07,5,UK,Withdrawal,Bank Delay,31 min,1,Yes,High,No,VIP
2025-02-28,chat,308241,Aya,22:42,22:57,5,IN,Futures,Liquidation Dispute,15 min,3,Yes,Medium,No,Retail
2025-12-04,chat,308242,Nour,22:45,23:33,4,PK,Futures,Leverage Issue,48 min,18,Yes,Urgent,No,Retail
2025-04-09,email,308243,Sara,16:37,18:49,3,DE,Spot,Fee Dispute,132 min,5,Yes,Medium,Yes,Internal
2025-12-28,chat,308244,Aya,06:36,08:25,4,EG,Security Setting,Change Password,109 min,60,Yes,Low,No,Retail
2025-09-15,chat,308245,Lina,05:51,07:16,5,EG,Verification,Level 2 KYC,85 min,24,Yes,Medium,No,Retail
2025-01-11,chat,308246,Nour,21:19,23:36,1,IN,Security Setting,Login Alerts,137 min,23,No,High,No,Retail
2025-10-03,chat,308247,Fatima,09:55,12:41,5,IN,Withdrawal,Wrong Tag/Memo,166 min,55,Yes,High,No,VIP
2025-04-16,chat,308248,Sara,03:08,05:09,4,AE,Trading,Order Rejected,121 min,31,Yes,Medium,No,Retail
2025-02-21,chat,308249,Omar,04:03,06:20,4,UK,Card,Card Declined,137 min,50,Yes,Medium,No,Retail
2025-09-26,chat,308250,Lina,06:08,08:53,4,SA,Referral,Missing Referral Bonus,165 min,50,Yes,Low,No,Retail
2025-10-20,chat,308251,Mohannad,13:14,13:55,2,KW,Verification,Level 2 KYC,41 min,17,No,Medium,Yes,Retail
2025-05-20,email,308252,Fatima,04:26,08:25,5,ID,Trading,Order Rejected,239 min,12,Yes,Low,No,Retail
2025-11-06,email,308253,Mohannad,22:43,23:00,5,TR,Spot,Fee Dispute,17 min,9,Yes,Medium,No,Retail
2025-03-29,email,308254,Amin,01:34,03:18,5,QA,Card,Card Declined,104 min,27,Yes,Low,No,Retail
2025-04-27,email,308255,Fatima,10:50,13:39,2,EG,Deposit,Tag/Memo Missing,169 min,55,No,High,Yes,Retail
2025-01-09,chat,308256,Khalid,17:26,19:21,4,IN,Trading,Price Discrepancy,115 min,33,Yes,Medium,No,Retail
2025-04-16,email,308257,Khalid,22:24,23:47,5,DE,Spot,Insufficient Balance,83 min,13,Yes,Medium,No,Retail
2025-12-14,chat,308258,Amin,12:23,14:11,5,BH,Deposit,Internal Transfer Pending,108 min,4,Yes,Low,No,Internal
2025-10-21,chat,308259,Sara,19:46,22:38,5,AE,Referral,Referral Code Not Applied,172 min,33,Yes,Medium,No,Retail
2025-01-16,chat,308260,Nour,22:14,23:34,5,SA,Withdrawal,Bank Delay,80 min,33,Yes,Medium,No,Retail
2025-09-03,chat,308261,Yousef,17:37,17:42,5,UK,Trading,Order Rejected,5 min,2,Yes,Medium,No,VIP
2025-03-19,chat,308262,Fatima,13:49,16:50,5,KW,Spot,Fee Dispute,181 min,22,Yes,Medium,No,Retail
2025-04-04,chat,308263,Sara,14:33,16:32,5,DE,Card,Card Declined,119 min,29,No,Medium,Yes,Retail
2025-01-06,chat,308264,Mohannad,18:21,21:13,3,QA,Futures,Liquidation Dispute,172 min,16,Yes,Low,No,Retail
2025-06-02,email,308265,Omar,09:17,10:54,5,QA,Security Setting,2FA Disabled,97 min,8,No,Medium,Yes,Retail
2025-04-24,chat,308266,Yousef,16:18,19:48,4,QA,P2P,Order Stuck,210 min,42,Yes,Medium,No,Retail
2025-11-17,chat,308267,Nour,16:21,17:15,4,BH,Trading,Order Rejected,54 min,5,Yes,Medium,No,Retail
2025-02-19,email,308268,Fatima,02:35,02:45,3,PK,Card,ATM Withdrawal Failed,10 min,9,Yes,Medium,Yes,Retail
2025-01-11,chat,308269,Lina,14:28,17:49,3,EG,Spot,Fee Dispute,201 min,30,Yes,Low,No,Retail
2025-08-18,chat,308270,Nour,05:43,08:36,5,SA,Trading,Order Rejected,173 min,18,Yes,Low,No,Retail
2025-12-27,email,308271,Fatima,10:08,13:12,5,KW,Trading,Order Rejected,184 min,36,Yes,Medium,No,VIP
2025-07-08,chat,308272,Amin,22:49,23:56,5,ID,P2P,Payment Dispute,67 min,23,Yes,Medium,No,Retail
2025-09-19,email,308273,Sara,05:57,08:47,5,PK,Card,ATM Withdrawal Failed,170 min,44,Yes,High,No,Retail
2025-12-25,chat,308274,Nour,15:10,18:34,4,MY,Deposit,Tag/Memo Missing,204 min,4,Yes,Medium,No,Retail
2025-05-10,chat,308275,Aya,14:02,14:35,4,UK,Futures,Margin Call,33 min,17,Yes,Low,No,Retail
2025-04-29,chat,308276,Khalid,01:16,04:14,4,TR,Spot,Unable to Sell,178 min,46,Yes,Medium,No,Retail
2025-07-04,email,308277,Khalid,16:50,20:32,5,DE,Card,Card Declined,222 min,26,Yes,High,Yes,Retail
2025-09-06,chat,308278,Nour,02:35,02:42,3,AE,Card,Card Declined,7 min,6,Yes,Medium,No,Retail
2025-01-25,chat,308279,Nour,18:23,19:58,2,MY,Verification,Level 1 KYC,95 min,48,Yes,Medium,No,Retail
2025-12-21,chat,308280,Yousef,20:13,22:23,5,TR,Spot,Fee Dispute,130 min,55,Yes,Urgent,No,Retail
2025-12-03,email,308281,Khalid,05:20,06:11,1,EG,Deposit,On?chain Pending,51 min,39,No,Low,Yes,Retail
2025-04-18,chat,308282,Mohannad,15:13,15:41,3,IN,Card,Card Not Received,28 min,26,Yes,Low,No,Retail
2025-12-02,chat,308283,Lina,03:52,04:51,4,KW,Withdrawal,Wrong Tag/Memo,59 min,38,Yes,Medium,No,Retail
2025-05-31,chat,308284,Aya,12:27,16:21,3,MY,Verification,POA Review,234 min,19,Yes,Medium,No,Retail
2025-10-25,email,308285,Lina,00:34,04:08,4,PK,Security Setting,2FA Disabled,214 min,17,Yes,High,No,Retail
2025-12-08,email,308286,Amin,20:14,20:24,5,AE,Security Setting,Login Alerts,10 min,7,Yes,Low,No,Retail
2025-02-08,chat,308287,Amin,22:39,23:05,3,DE,Withdrawal,Wrong Tag/Memo,26 min,12,Yes,Medium,No,Retail
2025-08-17,chat,308288,Khalid,13:23,16:30,1,QA,Trading,Order Rejected,187 min,6,Yes,Medium,No,Retail
2025-03-25,chat,308289,Sara,05:58,07:14,5,BH,Card,ATM Withdrawal Failed,76 min,48,Yes,Medium,No,Retail
2025-12-31,chat,308290,Aya,01:52,04:42,2,ID,P2P,Wrong Amount Sent,170 min,16,No,Medium,No,VIP
2025-04-07,chat,308291,Khalid,10:46,14:24,5,IN,Card,ATM Withdrawal Failed,218 min,2,Yes,Medium,No,Retail
2025-09-08,chat,308292,Khalid,07:22,09:24,5,TR,Futures,Liquidation Dispute,122 min,35,Yes,Medium,Yes,Retail
2025-06-24,email,308293,Lina,05:10,06:15,3,UK,Card,Cashback Missing,65 min,60,No,High,Yes,VIP
2025-09-18,chat,308294,Mohannad,22:16,23:09,4,IN,Spot,Fee Dispute,53 min,43,Yes,Medium,No,Retail
2025-12-15,email,308295,Aya,19:12,22:03,4,EG,Withdrawal,Exceeded Limit,171 min,52,Yes,High,No,Retail
2025-05-28,chat,308296,Mohannad,02:42,03:36,5,ID,Withdrawal,Wrong Tag/Memo,54 min,3,Yes,High,Yes,Retail
2025-10-31,chat,308297,Aya,04:47,07:07,4,UK,P2P,Order Stuck,140 min,33,Yes,Low,No,Retail
2025-03-06,chat,308298,Omar,03:46,07:38,4,AE,Withdrawal,Bank Delay,232 min,5,Yes,High,No,Retail
2025-11-02,chat,308299,Fatima,10:29,11:39,5,UK,Withdrawal,Exceeded Limit,70 min,6,Yes,High,No,Retail
2025-12-12,chat,308300,Yousef,22:06,23:09,5,MY,P2P,Appeal Order,63 min,8,Yes,Medium,No,VIP
2025-08-15,email,308301,Mohannad,02:49,03:27,3,TR,Card,ATM Withdrawal Failed,38 min,36,Yes,Medium,No,Retail
2025-09-14,chat,308302,Yousef,01:42,04:36,5,QA,Security Setting,Anti?Phishing Code,174 min,7,Yes,Medium,No,Retail
2025-01-27,chat,308303,Nour,22:48,23:37,2,QA,Card,Card Declined,49 min,36,No,Low,Yes,Retail
2025-11-18,email,308304,Aya,00:07,03:19,4,AE,Deposit,On?chain Pending,192 min,50,Yes,High,No,VIP
2025-12-19,chat,308305,Yousef,01:08,01:19,4,BH,P2P,Payment Dispute,11 min,5,Yes,Low,No,Retail
2025-04-25,chat,308306,Sara,20:59,22:20,4,MY,Spot,Unable to Sell,81 min,11,Yes,Medium,No,Retail
2025-08-29,email,308307,Aya,08:49,11:58,4,QA,Trading,Order Not Filled,189 min,31,Yes,Low,No,VIP
2025-09-09,email,308308,Sara,23:09,23:39,4,SA,Verification,Level 2 KYC,30 min,6,Yes,High,Yes,Retail
2025-11-03,chat,308309,Fatima,22:47,23:41,5,AE,Spot,Insufficient Balance,54 min,34,Yes,High,No,VIP
2025-09-19,email,308310,Omar,01:21,03:32,4,EG,Spot,Price Chart Issue,131 min,58,Yes,Low,No,Retail
2025-09-23,chat,308311,Aya,07:13,09:45,3,PK,Security Setting,Change Password,152 min,21,Yes,High,No,Retail
2025-01-20,chat,308312,Yousef,09:53,11:02,1,EG,Spot,Unable to Sell,69 min,59,No,Medium,Yes,VIP
2025-04-03,chat,308313,Nour,11:16,13:51,4,IN,Futures,Margin Call,155 min,28,Yes,Low,No,Retail
2025-06-20,chat,308314,Amin,10:46,13:07,4,TR,Referral,Referral Code Not Applied,141 min,58,Yes,Medium,No,Institutional
2025-04-22,chat,308315,Lina,07:00,10:28,4,DE,Verification,POA Review,208 min,4,Yes,Low,No,VIP
2025-05-23,chat,308316,Aya,16:57,17:59,5,SA,Withdrawal,Bank Delay,62 min,13,Yes,High,No,Retail
2025-08-10,chat,308317,Khalid,19:31,20:25,5,QA,Referral,Referral Code Not Applied,54 min,20,Yes,Low,No,Institutional
2025-08-20,chat,308318,Fatima,17:24,21:06,3,QA,Deposit,Internal Transfer Pending,222 min,49,No,Medium,Yes,Retail
2025-08-28,email,308319,Fatima,10:36,13:03,4,KW,Spot,Fee Dispute,147 min,28,Yes,Medium,No,Retail
2025-03-13,chat,308320,Mohannad,14:07,16:18,5,PK,Futures,PNL Not Updated,131 min,19,Yes,High,No,Retail
2025-08-30,chat,308321,Nour,04:25,07:02,5,ID,Spot,Price Chart Issue,157 min,52,Yes,Medium,No,Retail
2025-07-22,email,308322,Amin,20:52,21:33,5,QA,Spot,Price Chart Issue,41 min,8,Yes,Medium,No,Retail
2025-09-27,chat,308323,Omar,13:01,14:49,4,AE,Card,Card Declined,108 min,54,Yes,Medium,No,Retail
2025-01-25,email,308324,Aya,02:50,05:34,3,ID,Referral,Tier Upgrade Issue,164 min,7,No,High,Yes,Retail
2025-07-18,chat,308325,Fatima,05:07,06:25,3,MY,Futures,PNL Not Updated,78 min,56,Yes,High,Yes,Institutional
2025-04-23,chat,308326,Khalid,01:34,05:25,5,MY,Verification,POA Review,231 min,7,Yes,Low,No,Retail
2025-11-26,chat,308327,Fatima,18:41,19:19,5,KW,Verification,ID Mismatch,38 min,3,Yes,Low,No,Retail
2025-06-01,email,308328,Yousef,01:29,04:29,4,EG,Referral,Referral Code Not Applied,180 min,49,Yes,Medium,No,VIP
2025-04-05,email,308329,Nour,10:06,13:13,3,ID,Spot,Insufficient Balance,187 min,48,No,High,Yes,Retail
2025-01-14,email,308330,Omar,21:54,23:55,5,IN,Verification,Level 1 KYC,121 min,27,Yes,High,Yes,Retail
2025-10-02,chat,308331,Aya,01:17,05:14,2,UK,P2P,Payment Dispute,237 min,17,Yes,Low,No,Retail
2025-05-07,chat,308332,Lina,02:51,05:26,3,TR,Trading,Order Not Filled,155 min,35,Yes,High,Yes,Retail
2025-08-03,chat,308333,Aya,02:13,05:01,4,PK,Withdrawal,Wrong Tag/Memo,168 min,13,No,High,Yes,Retail
2025-05-08,chat,308334,Yousef,09:38,12:29,4,QA,Referral,Tier Upgrade Issue,171 min,53,Yes,Low,No,Retail
2025-05-27,email,308335,Khalid,04:37,07:46,4,MY,Withdrawal,Rejected by Bank,189 min,1,Yes,Medium,No,Retail
2025-05-11,chat,308336,Khalid,01:38,05:23,5,AE,P2P,Wrong Amount Sent,225 min,22,No,Urgent,No,Retail
2025-05-21,email,308337,Mohannad,08:15,10:31,5,IN,Verification,Level 1 KYC,136 min,59,Yes,Medium,No,VIP
2025-09-30,chat,308338,Nour,14:24,16:51,4,AE,Card,Card Not Received,147 min,43,Yes,Low,No,Retail
2025-11-10,email,308339,Fatima,07:25,10:22,4,QA,Deposit,Internal Transfer Pending,177 min,4,Yes,Medium,No,Retail
2025-04-07,email,308340,Nour,11:33,14:08,3,EG,P2P,Payment Dispute,155 min,28,Yes,Medium,No,Retail
2025-10-30,chat,308341,Sara,19:54,20:04,3,PK,Verification,Level 2 KYC,10 min,5,Yes,Medium,No,Retail
2025-09-07,chat,308342,Nour,03:37,05:44,2,IN,Trading,Price Discrepancy,127 min,4,No,High,Yes,Retail
2025-11-26,chat,308343,Amin,06:40,08:13,2,AE,Security Setting,Anti?Phishing Code,93 min,19,No,Urgent,No,VIP
2025-07-28,email,308344,Mohannad,01:47,04:53,2,BH,Referral,Referral Code Not Applied,186 min,30,Yes,Low,No,Retail
2025-11-22,chat,308345,Aya,13:42,15:21,2,SA,Card,ATM Withdrawal Failed,99 min,19,Yes,High,No,VIP
2025-11-30,chat,308346,Nour,14:10,17:43,4,AE,Security Setting,Change Password,213 min,48,Yes,Medium,No,Retail
2025-12-13,chat,308347,Yousef,19:08,20:57,4,QA,P2P,Payment Dispute,109 min,13,Yes,Urgent,No,Institutional
2025-02-28,chat,308348,Nour,13:38,16:07,1,TR,P2P,Order Stuck,149 min,21,Yes,Medium,No,Retail
2025-04-15,chat,308349,Mohannad,11:43,14:07,4,KW,Spot,Fee Dispute,144 min,58,Yes,Urgent,Yes,VIP
2025-11-01,chat,308350,Yousef,06:19,08:12,3,KW,Trading,Order Rejected,113 min,48,Yes,Low,No,Retail
2025-10-11,chat,308351,Yousef,20:47,23:18,3,AE,Security Setting,2FA Disabled,151 min,17,Yes,Medium,Yes,VIP
2025-02-09,chat,308352,Nour,22:29,22:44,5,QA,Trading,Order Rejected,15 min,10,Yes,Urgent,No,Retail
2025-07-19,chat,308353,Fatima,23:03,23:33,4,ID,Referral,Tier Upgrade Issue,30 min,5,Yes,Medium,No,VIP
2025-01-27,email,308354,Mohannad,23:35,23:52,4,SA,Security Setting,Anti?Phishing Code,17 min,16,Yes,Medium,No,Internal
2025-08-08,chat,308355,Aya,18:39,20:13,4,AE,Card,Card Declined,94 min,53,Yes,High,No,Retail
2025-01-12,chat,308356,Aya,03:01,04:15,4,QA,Referral,Missing Referral Bonus,74 min,41,Yes,High,Yes,Retail
2025-07-25,chat,308357,Yousef,00:21,03:55,5,ID,Referral,Referral Code Not Applied,214 min,49,Yes,Medium,No,Retail
2025-04-25,chat,308358,Amin,17:34,21:23,3,DE,Spot,Fee Dispute,229 min,18,Yes,Medium,No,Retail
2025-07-03,email,308359,Yousef,23:01,23:59,4,EG,Spot,Unable to Sell,58 min,41,Yes,High,No,Retail
2025-05-31,email,308360,Amin,05:59,09:16,3,BH,Futures,Liquidation Dispute,197 min,7,No,Low,No,Retail
2025-07-30,email,308361,Omar,14:54,15:30,4,QA,Trading,Order Not Filled,36 min,30,Yes,Low,No,Retail
2025-04-30,chat,308362,Sara,10:49,13:08,4,SA,Withdrawal,Wrong Tag/Memo,139 min,47,Yes,Medium,No,Retail
2025-12-04,chat,308363,Fatima,23:39,23:45,5,DE,Security Setting,2FA Reset,6 min,4,Yes,High,No,Retail
2025-06-23,chat,308364,Fatima,12:51,13:12,5,MY,Card,ATM Withdrawal Failed,21 min,2,Yes,Medium,No,Retail
2025-07-05,chat,308365,Nour,16:29,20:03,2,EG,Referral,Tier Upgrade Issue,214 min,36,No,Low,No,Retail
2025-10-31,email,308366,Nour,11:23,11:40,4,ID,P2P,Payment Dispute,17 min,7,Yes,Low,No,Retail
2025-04-21,email,308367,Lina,17:02,20:00,5,DE,Deposit,On?chain Pending,178 min,46,Yes,Low,No,Retail
2025-05-19,email,308368,Khalid,05:42,08:00,5,DE,Security Setting,2FA Reset,138 min,45,Yes,Medium,No,Retail
2025-10-20,chat,308369,Nour,01:45,04:17,4,MY,P2P,Payment Dispute,152 min,29,Yes,Low,Yes,Retail
2025-07-01,email,308370,Nour,04:46,08:33,4,EG,Futures,Liquidation Dispute,227 min,54,Yes,Low,No,Retail
2025-12-04,email,308371,Amin,10:46,12:22,4,IN,P2P,Payment Dispute,96 min,57,Yes,Medium,No,Retail
2025-06-26,chat,308372,Fatima,20:21,23:48,5,ID,P2P,Appeal Order,207 min,26,No,Medium,No,Retail
2025-10-14,email,308373,Omar,03:01,05:56,5,IN,Trading,Order Rejected,175 min,28,Yes,Medium,Yes,Retail
2025-02-01,email,308374,Lina,17:56,18:41,2,IN,Spot,Fee Dispute,45 min,33,No,Medium,No,VIP
2025-07-21,email,308375,Amin,01:14,01:42,3,EG,Deposit,Tag/Memo Missing,28 min,6,No,High,No,Retail
2025-03-06,email,308376,Yousef,22:10,23:15,1,ID,Referral,Tier Upgrade Issue,65 min,37,No,Urgent,Yes,Retail
2025-03-28,email,308377,Khalid,08:31,09:54,3,IN,Verification,POA Review,83 min,59,Yes,Medium,No,VIP
2025-10-10,email,308378,Amin,07:42,08:26,5,DE,Futures,Leverage Issue,44 min,23,Yes,Medium,No,Retail
2025-08-13,chat,308379,Nour,11:28,14:28,4,EG,Futures,PNL Not Updated,180 min,54,Yes,Medium,No,Retail
2025-01-29,email,308380,Omar,20:06,23:42,5,IN,Referral,Tier Upgrade Issue,216 min,55,Yes,Medium,No,Retail
2025-07-10,email,308381,Nour,06:57,09:10,4,PK,P2P,Order Stuck,133 min,57,Yes,Low,No,Retail
2025-10-22,chat,308382,Sara,10:40,12:05,2,ID,Verification,POA Review,85 min,30,No,Medium,Yes,VIP
2025-05-28,email,308383,Mohannad,18:49,19:48,3,QA,Trading,Order Rejected,59 min,53,No,High,Yes,Retail
2025-04-03,chat,308384,Yousef,18:33,20:57,3,DE,Referral,Missing Referral Bonus,144 min,34,No,High,No,Retail
2025-08-18,email,308385,Lina,00:05,01:28,5,ID,Withdrawal,Rejected by Bank,83 min,7,Yes,Medium,Yes,Retail
2025-07-31,chat,308386,Amin,14:39,17:10,5,PK,Trading,Price Discrepancy,151 min,24,Yes,Medium,No,Retail
2025-12-03,chat,308387,Khalid,10:52,11:45,3,TR,Futures,Liquidation Dispute,53 min,41,No,High,Yes,Retail
2025-02-18,chat,308388,Khalid,07:37,08:27,3,AE,Deposit,Unsupported Token,50 min,18,Yes,High,No,Retail
2025-08-11,chat,308389,Amin,16:50,18:34,2,PK,Security Setting,2FA Reset,104 min,40,No,Low,No,Retail
2025-12-17,email,308390,Sara,18:58,19:36,5,KW,Trading,Slippage Concern,38 min,14,Yes,Low,No,Retail
2025-11-16,email,308391,Khalid,13:39,15:38,2,DE,P2P,Wrong Amount Sent,119 min,30,No,High,Yes,Retail
2025-04-29,chat,308392,Khalid,00:02,00:29,1,ID,Spot,Unable to Sell,27 min,23,No,High,No,Retail
2025-02-09,chat,308393,Yousef,21:54,23:48,5,TR,Trading,Price Discrepancy,114 min,9,Yes,Medium,No,Internal
2025-02-01,chat,308394,Mohannad,03:28,06:45,1,UK,Verification,Level 1 KYC,197 min,11,No,Low,No,Retail
2025-09-08,chat,308395,Sara,10:17,13:21,5,AE,Referral,Missing Referral Bonus,184 min,40,Yes,Medium,No,Retail
2025-09-19,chat,308396,Yousef,01:54,05:21,4,UK,P2P,Payment Dispute,207 min,56,Yes,Medium,No,Retail
2025-10-12,email,308397,Mohannad,10:55,14:19,4,MY,Withdrawal,Bank Delay,204 min,29,Yes,Urgent,No,Retail
2025-01-10,chat,308398,Nour,03:26,03:51,4,ID,Trading,Slippage Concern,25 min,12,Yes,Medium,No,Retail
2025-01-01,email,308399,Yousef,22:18,22:26,4,DE,Deposit,Tag/Memo Missing,8 min,2,Yes,Medium,Yes,Retail
2025-04-08,email,308400,Nour,08:56,11:12,5,AE,Security Setting,Login Alerts,136 min,56,Yes,High,Yes,Institutional
2025-12-25,chat,308401,Sara,09:25,13:08,4,ID,Futures,PNL Not Updated,223 min,47,Yes,Medium,No,Retail
2025-04-04,email,308402,Sara,15:16,18:40,2,EG,Deposit,Internal Transfer Pending,204 min,34,Yes,Medium,No,Retail
2025-04-15,chat,308403,Yousef,10:30,13:52,5,PK,Withdrawal,On?chain Pending,202 min,8,Yes,Medium,No,Retail
2025-02-28,chat,308404,Omar,14:55,17:00,3,QA,Futures,PNL Not Updated,125 min,50,No,Low,No,Retail
2025-08-11,email,308405,Mohannad,10:16,14:06,5,EG,Withdrawal,Rejected by Bank,230 min,9,Yes,Low,No,VIP
2025-12-29,email,308406,Khalid,23:25,23:42,3,KW,Trading,Price Discrepancy,17 min,16,Yes,Medium,No,Retail
2025-10-24,chat,308407,Fatima,19:32,22:28,5,QA,Withdrawal,Bank Delay,176 min,28,Yes,High,No,Retail
2025-07-04,chat,308408,Yousef,11:49,11:58,4,UK,P2P,Payment Dispute,9 min,6,Yes,High,No,Retail
2025-03-28,email,308409,Mohannad,05:23,05:28,5,PK,Verification,ID Mismatch,5 min,3,Yes,High,No,Retail
2025-02-13,chat,308410,Fatima,04:34,06:59,4,UK,Referral,Missing Referral Bonus,145 min,21,Yes,Low,No,Retail
2025-05-22,chat,308411,Yousef,00:36,02:58,5,PK,Spot,Unable to Sell,142 min,12,Yes,High,No,Retail
2025-09-17,email,308412,Aya,17:35,18:01,4,KW,Spot,Fee Dispute,26 min,16,Yes,Medium,No,Retail
2025-07-25,email,308413,Lina,17:41,19:12,4,UK,Verification,ID Mismatch,91 min,42,Yes,Medium,No,Retail
2025-12-04,email,308414,Nour,10:22,10:53,3,BH,Verification,Level 2 KYC,31 min,16,Yes,Medium,No,Retail
2025-07-10,chat,308415,Khalid,11:40,13:06,4,SA,Card,ATM Withdrawal Failed,86 min,16,Yes,Low,No,Retail
2025-04-18,chat,308416,Fatima,23:19,23:34,2,UK,Card,Card Declined,15 min,9,No,Medium,Yes,VIP
2025-10-27,email,308417,Mohannad,11:58,13:59,4,DE,Card,ATM Withdrawal Failed,121 min,7,Yes,Medium,No,Retail
2025-06-14,chat,308418,Sara,18:15,19:39,5,BH,P2P,Order Stuck,84 min,48,No,High,No,Retail
2025-10-03,chat,308419,Omar,06:16,08:31,5,IN,Security Setting,Login Alerts,135 min,36,Yes,High,Yes,Retail
2025-04-10,chat,308420,Lina,14:17,15:29,1,UK,Trading,Order Rejected,72 min,20,Yes,High,Yes,Retail
2025-08-29,email,308421,Fatima,09:16,11:44,5,MY,P2P,Payment Not Received,148 min,8,Yes,Medium,No,VIP
2025-04-10,chat,308422,Mohannad,12:48,13:19,4,ID,Card,ATM Withdrawal Failed,31 min,28,Yes,Medium,Yes,Retail
2025-03-03,email,308423,Amin,01:10,04:40,4,BH,Trading,Order Not Filled,210 min,23,Yes,Medium,No,VIP
2025-07-05,chat,308424,Sara,10:20,11:05,1,IN,Spot,Insufficient Balance,45 min,43,No,Low,No,Retail
2025-04-28,chat,308425,Nour,02:39,05:59,3,IN,Referral,Missing Referral Bonus,200 min,35,Yes,Low,No,Retail
2025-10-12,email,308426,Sara,01:43,02:33,5,AE,Referral,Referral Code Not Applied,50 min,24,Yes,Low,No,VIP
2025-05-13,chat,308427,Khalid,10:31,13:24,3,KW,Referral,Referral Code Not Applied,173 min,57,Yes,Low,No,VIP
2025-12-04,chat,308428,Mohannad,10:19,10:45,5,AE,Card,Card Not Received,26 min,6,Yes,Urgent,No,Internal
2025-05-28,email,308429,Aya,14:07,17:58,3,KW,Withdrawal,Exceeded Limit,231 min,38,Yes,High,Yes,Retail
2025-08-19,chat,308430,Amin,22:06,23:56,5,EG,Futures,PNL Not Updated,110 min,19,Yes,Medium,Yes,Retail
2025-12-03,email,308431,Amin,15:31,18:25,2,BH,Card,ATM Withdrawal Failed,174 min,16,Yes,High,No,Retail
2025-09-05,chat,308432,Sara,16:09,18:52,5,QA,Referral,Tier Upgrade Issue,163 min,24,Yes,High,No,Retail
2025-02-08,chat,308433,Yousef,16:00,17:08,5,BH,Trading,Order Rejected,68 min,47,Yes,Medium,Yes,VIP
2025-12-09,chat,308434,Aya,22:53,23:50,5,PK,Futures,Leverage Issue,57 min,4,Yes,Medium,No,Retail
2025-08-25,chat,308435,Sara,23:53,23:58,4,TR,Spot,Insufficient Balance,5 min,1,Yes,Medium,No,VIP
2025-04-01,email,308436,Yousef,13:52,14:52,5,UK,Futures,Liquidation Dispute,60 min,4,Yes,Low,No,Retail
2025-03-09,email,308437,Aya,14:09,15:04,4,ID,Referral,Missing Referral Bonus,55 min,32,Yes,Low,No,Retail
2025-10-01,chat,308438,Fatima,02:10,05:34,4,EG,Deposit,Internal Transfer Pending,204 min,23,Yes,High,No,Retail
2025-08-06,chat,308439,Lina,08:14,09:39,5,DE,Trading,Order Rejected,85 min,9,Yes,High,Yes,Retail
2025-03-16,email,308440,Yousef,06:41,08:22,1,SA,P2P,Wrong Amount Sent,101 min,39,No,High,No,Retail
2025-01-23,chat,308441,Omar,00:07,02:42,4,EG,Deposit,Unsupported Token,155 min,12,Yes,Low,No,Retail
2025-01-19,email,308442,Fatima,19:56,20:04,5,EG,P2P,Order Stuck,8 min,2,Yes,Medium,No,Retail
2025-03-23,chat,308443,Amin,20:29,23:56,4,BH,Deposit,Unsupported Token,207 min,30,Yes,Medium,No,Retail
2025-06-05,chat,308444,Nour,14:18,14:24,3,QA,Card,Cashback Missing,6 min,6,Yes,Low,No,Retail
2025-02-27,chat,308445,Lina,21:06,22:15,5,MY,Deposit,On?chain Pending,69 min,34,Yes,Low,No,Retail
2025-06-20,email,308446,Aya,16:31,17:21,4,DE,Trading,Order Not Filled,50 min,44,Yes,Medium,No,Retail
2025-02-07,chat,308447,Lina,07:40,09:21,4,SA,Verification,Level 1 KYC,101 min,3,Yes,High,No,Retail
2025-07-08,email,308448,Amin,16:07,17:40,3,QA,Card,ATM Withdrawal Failed,93 min,21,No,High,No,Institutional
2025-09-08,email,308449,Lina,11:27,13:13,5,BH,Card,Card Declined,106 min,1,Yes,Medium,No,Retail
2025-11-13,email,308450,Amin,08:03,10:38,5,DE,Card,ATM Withdrawal Failed,155 min,19,Yes,Low,No,Retail
2025-06-13,email,308451,Mohannad,14:39,16:26,5,KW,Withdrawal,Exceeded Limit,107 min,42,Yes,Medium,No,Retail
